time,open,high,low,close,volume
1563890400000,0.0119,0.0119,0.00857,0.01008,15592467.3
1563890460000,0.01011,0.01054,0.00983,0.01054,10763733.9
1563890520000,0.01054,0.01067,0.01009,0.01043,13384632.8
1563890580000,0.01048,0.01083,0.0102,0.01076,5639877.6
1563890640000,0.01076,0.0113,0.01076,0.01121,8220006.9
1563890700000,0.01122,0.0116,0.0111,0.01138,7718716.6
1563890760000,0.01137,0.01145,0.01116,0.01117,7435494.9
1563890820000,0.01144,0.01186,0.01139,0.01186,5631918.9
1563890880000,0.01173,0.01173,0.01123,0.01138,4087008.1
1563890940000,0.01139,0.01147,0.01116,0.0114,5628273.9
1563891000000,0.01134,0.01152,0.01127,0.01128,3509745.4
1563891060000,0.01126,0.01126,0.01083,0.01115,7456427.6
1563891120000,0.01115,0.01121,0.01099,0.011,4235597.2
1563891180000,0.011,0.01113,0.01074,0.01098,2040020.3
1563891240000,0.01099,0.01101,0.01078,0.01088,1653159.1
1563891300000,0.01077,0.01087,0.01027,0.01033,5981017.0
1563891360000,0.01034,0.01046,0.01021,0.01034,3594590.1
1563891420000,0.01034,0.01043,0.01012,0.01012,3142773.8
1563891480000,0.01012,0.01021,0.00985,0.00985,2641282.1
1563891540000,0.00992,0.01,0.00969,0.01,1558020.8
1563891600000,0.01,0.01024,0.0095,0.00972,1335939.0
1563891660000,0.0097,0.01089,0.00959,0.00973,3954579.3
1563891720000,0.00979,0.00999,0.00973,0.0098,4087894.6
1563891780000,0.0099,0.00999,0.00981,0.00992,1822978.5
1563891840000,0.0099,0.0099,0.0096,0.0096,3354279.6
1563891900000,0.00965,0.00989,0.00963,0.00964,3104104.1
1563891960000,0.00965,0.00965,0.00956,0.00962,1044760.4
1563892020000,0.00969,0.0097,0.00959,0.00966,373798.3
1563892080000,0.00959,0.00969,0.00956,0.00965,1230309.9
1563892140000,0.00968,0.00968,0.00962,0.00963,177027.5
1563892200000,0.00964,0.00965,0.00964,0.00965,32899.2
1563892260000,0.00968,0.00968,0.00968,0.00968,32812.7
1563892320000,0.00969,0.00969,0.00965,0.00965,745576.2
1563892380000,0.0097,0.00971,0.00938,0.00948,2244003.1
1563892440000,0.00948,0.00948,0.00934,0.00934,1804858.1
1563892500000,0.00934,0.00945,0.00914,0.00945,2343022.2
1563892560000,0.00941,0.00941,0.00918,0.00921,668817.4
1563892620000,0.00924,0.00934,0.0092,0.00927,1196253.0
1563892680000,0.00927,0.00935,0.00915,0.00915,4281896.1
1563892740000,0.00922,0.00922,0.00913,0.00922,1575142.2
1563892800000,0.00922,0.00922,0.00913,0.00919,490779.1
1563892860000,0.0092,0.00929,0.00912,0.00929,243469.2
1563892920000,0.00929,0.00946,0.00928,0.00943,1531701.7
1563892980000,0.00939,0.00947,0.00928,0.00928,1396872.9
1563893040000,0.00927,0.00939,0.00927,0.00929,543769.5
1563893100000,0.00939,0.00939,0.00928,0.0093,284087.8
1563893160000,0.00928,0.00937,0.00923,0.00937,278236.7
1563893220000,0.00939,0.00941,0.00938,0.00941,153488.1
1563893280000,0.00943,0.00954,0.00943,0.00954,593040.1
1563893340000,0.00954,0.00954,0.00938,0.00938,771118.5
1563893400000,0.00938,0.00938,0.00933,0.00938,191865.3
1563893460000,0.0094,0.0094,0.00933,0.00933,543689.8
1563893520000,0.00933,0.00933,0.0092,0.0092,16512.5
1563893580000,0.0092,0.00932,0.0092,0.00926,824679.4
1563893640000,0.00926,0.00926,0.00919,0.00919,440286.7
1563893700000,0.00925,0.00925,0.00911,0.00911,66516.8
1563893760000,0.00911,0.00911,0.00901,0.00901,596019.4
1563893820000,0.00908,0.0092,0.00908,0.0092,1010182.9
1563893880000,0.00918,0.0092,0.00918,0.00918,291697.8
1563893940000,0.0092,0.00926,0.0092,0.00926,190597.9
1563894000000,0.00926,0.00932,0.00919,0.00928,86128.3
